20/03/2004	14:30	FC Schalke 04	-	Hannover 96	2:2 (0:1)	
	14:30	Borussia Dortmund	-	Eintracht Frankfurt	2:0 (1:0)	
	14:30	1. FC Köln	-	VfB Stuttgart	2:2 (1:1)	
	14:30	Hansa Rostock	-	Bayer Leverkusen	0:2 (0:0)	
	14:30	Hertha BSC	-	Bayern München	1:1 (1:1)	
	14:30	Bor. Mönchengladbach	-	Hamburger SV	3:0 (0:0)	
	14:30	1. FC Kaiserslautern	-	VfL Bochum	2:2 (0:2)	
21/03/2004	16:30	TSV 1860 München	-	SC Freiburg	1:1 (0:1)	
	16:30	VfL Wolfsburg	-	Werder Bremen	0:2 (0:0)	
1		Werder Bremen	25	19	4	2	61:23	38	61
2		Bayern München	25	14	8	3	54:27	27	50
3		VfB Stuttgart	25	13	8	4	33:12	21	47
4		Bayer Leverkusen	25	12	6	7	46:33	13	42
5		VfL Bochum	25	11	9	5	40:27	13	42
6		Borussia Dortmund	25	11	5	9	40:34	6	38
7		FC Schalke 04	25	9	10	6	31:28	3	37
8		Hamburger SV	25	9	6	10	33:41	-8	33
9		Hansa Rostock	25	8	7	10	38:37	1	31
10		VfL Wolfsburg	25	10	1	14	44:48	-4	31
11		SC Freiburg	25	8	6	11	34:52	-18	30
12		1. FC Kaiserslautern	25	9	4	12	27:37	-10	28
13		Bor. Mönchengladbach	25	7	6	12	27:34	-7	27
14		TSV 1860 München	25	7	6	12	25:38	-13	27
15		Eintracht Frankfurt	25	7	5	13	28:36	-8	26
16		Hannover 96	25	6	7	12	40:54	-14	25
17		Hertha BSC	25	5	9	11	25:46	-21	24
18		1. FC Köln	25	4	5	16	21:40	-19	17
