15/02/2013	19:30	VfL Wolfsburg	-	Bayern München	0:2 (0:1)	
16/02/2013	14:30	1. FSV Mainz 05	-	FC Schalke 04	2:2 (1:1)	
	14:30	Hamburger SV	-	Bor. Mönchengladbach	1:0 (1:0)	
	14:30	Werder Bremen	-	SC Freiburg	2:3 (1:1)	
	14:30	Bayer Leverkusen	-	FC Augsburg	2:1 (1:0)	
	14:30	Fortuna Düsseldorf	-	SpVgg Greuther Fürth	1:0 (1:0)	
	17:30	Borussia Dortmund	-	Eintracht Frankfurt	3:0 (2:0)	
17/02/2013	14:30	1. FC Nürnberg	-	Hannover 96	2:2 (0:1)	
	16:30	1899 Hoffenheim	-	VfB Stuttgart	0:1 (0:1)	
1		Bayern München	22	18	3	1	57:7	50	57
2		Borussia Dortmund	22	12	6	4	50:26	24	42
3		Bayer Leverkusen	22	12	5	5	43:30	13	41
4		Eintracht Frankfurt	22	11	4	7	38:34	4	37
5		SC Freiburg	22	9	7	6	29:22	7	34
6		Hamburger SV	22	10	4	8	27:27	0	34
7		1. FSV Mainz 05	22	9	5	8	30:27	3	32
8		Hannover 96	22	9	3	10	41:41	0	30
9		FC Schalke 04	22	8	6	8	35:37	-2	30
10		Bor. Mönchengladbach	22	7	9	6	31:33	-2	30
11		Werder Bremen	22	8	4	10	38:41	-3	28
12		VfB Stuttgart	22	8	4	10	24:39	-15	28
13		Fortuna Düsseldorf	22	7	6	9	27:29	-2	27
14		1. FC Nürnberg	22	6	8	8	22:29	-7	26
15		VfL Wolfsburg	22	7	5	10	22:32	-10	26
16		1899 Hoffenheim	22	4	4	14	26:46	-20	16
17		FC Augsburg	22	2	9	11	18:35	-17	15
18		SpVgg Greuther Fürth	22	2	6	14	13:36	-23	12
